Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Image Src,Image Alt Text,Status
fleece-printed-double-bed-blanket-mkz-753849,Fleece Printed Double Bed Blanket,"<ul><li>Fabric: Fleece</li><li>Pattern: Printed</li><li>Bed Size: Double Bed</li><li>Number Of Pieces: 1 Pc</li><li>Package Includes: 1 x Blanket</li><li>Blanket Length: 90 Inches</li><li>Blanket Width: 82 Inches</li><li>Color: Brown</li><li>Note: There might be an error of 1-3 cm due to manual measurement, and slight color differences may occur as a result of varying lighting and monitor effects.</li><li>Product Code: MZ962203287AIFS</li></ul><p>Delivered across Pakistan with cash on delivery.</p><p><a href=""https://www.markaz.app/shop/product/fleece-printed-double-bed-blanket/753849?ref=mkzx-d071d315-8f19-53d4-9d7d-9c3ca5a8fdb8"">View this product on Markaz</a></p>",,Blanket,"Bedding, Blankets",FALSE,Size,Double Bed Size,MKZ-753849-753849001,0,,,continue,manual,4026,TRUE,https://www.markaz.app/api/export/image/962-94-753849-product-1.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F962-94-753849-product-1.webp,Fleece Printed Double Bed Blanket,draft
fleece-printed-double-bed-blanket-mkz-753854,Fleece Printed Double Bed Blanket,"<ul><li>Fabric: Fleece</li><li>Pattern: Printed</li><li>Bed Size: Double Bed</li><li>Number Of Pieces: 1 Pc</li><li>Package Includes: 1 x Blanket</li><li>Blanket Length: 90 Inches</li><li>Blanket Width: 82 Inches</li><li>Color: White</li><li>Note: There might be an error of 1-3 cm due to manual measurement, and slight color differences may occur as a result of varying lighting and monitor effects.</li><li>Product Code: MZ962203292AIFS</li></ul><p>Delivered across Pakistan with cash on delivery.</p><p><a href=""https://www.markaz.app/shop/product/fleece-printed-double-bed-blanket/753854?ref=mkzx-d071d315-8f19-53d4-9d7d-9c3ca5a8fdb8"">View this product on Markaz</a></p>",,Blanket,"Bedding, Blankets",FALSE,Size,Double Bed Size,MKZ-753854-753854001,0,,,continue,manual,4026,TRUE,https://www.markaz.app/api/export/image/962-94-753854-product-1.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F962-94-753854-product-1.webp,Fleece Printed Double Bed Blanket,draft
fleece-printed-double-bed-blanket-mkz-753852,Fleece Printed Double Bed Blanket,"<ul><li>Fabric: Fleece</li><li>Pattern: Printed</li><li>Bed Size: Double Bed</li><li>Number Of Pieces: 1 Pc</li><li>Package Includes: 1 x Blanket</li><li>Blanket Length: 90 Inches</li><li>Blanket Width: 82 Inches</li><li>Color: Off White</li><li>Note: There might be an error of 1-3 cm due to manual measurement, and slight color differences may occur as a result of varying lighting and monitor effects.</li><li>Product Code: MZ962203290AIFS</li></ul><p>Delivered across Pakistan with cash on delivery.</p><p><a href=""https://www.markaz.app/shop/product/fleece-printed-double-bed-blanket/753852?ref=mkzx-d071d315-8f19-53d4-9d7d-9c3ca5a8fdb8"">View this product on Markaz</a></p>",,Blanket,"Bedding, Blankets",FALSE,Size,Double Bed Size,MKZ-753852-753852001,0,,,continue,manual,4026,TRUE,https://www.markaz.app/api/export/image/962-94-753852-product-1.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F962-94-753852-product-1.webp,Fleece Printed Double Bed Blanket,draft
vgr-v-353-professional-mens-foil-shaver-usb-rechargeable-electric-beard-shaver-gold-foil-trimmer-mkz-748736,VGR V-353 Professional Men's Foil Shaver | USB Rechargeable Electric Beard Shaver | Gold Foil Trimmer,"<p>Enjoy professional-quality grooming with the VGR V-353 Men's Foil Shaver. Featuring an ultra-thin gold foil shaving head, this shaver delivers a close shave while minimizing skin irritation. The built-in 600mAh rechargeable battery provides reliable performance, and USB charging ensures convenient power anywhere. Whether you're cleaning up stubble, finishing fades, or maintaining a smooth face, th</p><ul><li>Material: ABS Plastic</li><li>Model Number: Model Number</li><li>Number of Blades: 1</li><li>Gender: Men's</li><li>Color: Black</li><li>Speed Settings: High/Low</li><li>Product Feature: Comfortable Grip and Ergonomics Design</li><li>Package Includes: 1 x Hair Shaver</li><li>Battery Capacity: 600 mAh</li><li>Standby Time: 90 Minutes</li><li>Voltage: 5 Volts</li><li>Watts: 5 Watt</li><li>Pack Of 1</li><li>Professional men's foil shaver</li><li>Extra-large gold foil head</li><li>Close and smooth shaving performance</li><li>600mAh rechargeable Ni-MH battery</li><li>USB charging support</li><li>Lightweight and portable</li><li>Ergonomic anti-slip grip</li></ul><p>Delivered across Pakistan with cash on delivery.</p><p><a href=""https://www.markaz.app/shop/product/vgr-v-353-professional-mens-foil-shaver-usb-rechargeable-electric-beard-shaver-gold-foil-trimmer/748736?ref=mkzx-d071d315-8f19-53d4-9d7d-9c3ca5a8fdb8"">View this product on Markaz</a></p>",,Hair Shaver,"Cosmetics, Shavers & Trimmers",FALSE,Color,Black,MKZ-748736-748736001,0,,,continue,manual,3204,TRUE,https://www.markaz.app/api/export/image/2361-49-748736-product-1.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-748736-product-1.webp,VGR V-353 Professional Men's Foil Shaver | USB Rechargeable Electric Beard Shaver | Gold Foil Trimmer,draft
vgr-v-353-professional-mens-foil-shaver-usb-rechargeable-electric-beard-shaver-gold-foil-trimmer-mkz-748736,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-748736-product-2.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-748736-product-2.webp,VGR V-353 Professional Men's Foil Shaver | USB Rechargeable Electric Beard Shaver | Gold Foil Trimmer,
vgr-v-353-professional-mens-foil-shaver-usb-rechargeable-electric-beard-shaver-gold-foil-trimmer-mkz-748736,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-748736-product-3.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-748736-product-3.webp,VGR V-353 Professional Men's Foil Shaver | USB Rechargeable Electric Beard Shaver | Gold Foil Trimmer,
vgr-v-353-professional-mens-foil-shaver-usb-rechargeable-electric-beard-shaver-gold-foil-trimmer-mkz-748736,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-748736-product-4.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-748736-product-4.webp,VGR V-353 Professional Men's Foil Shaver | USB Rechargeable Electric Beard Shaver | Gold Foil Trimmer,
vgr-v-353-professional-mens-foil-shaver-usb-rechargeable-electric-beard-shaver-gold-foil-trimmer-mkz-748736,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-748736-product-5.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-748736-product-5.webp,VGR V-353 Professional Men's Foil Shaver | USB Rechargeable Electric Beard Shaver | Gold Foil Trimmer,
vgr-v-353-professional-mens-foil-shaver-usb-rechargeable-electric-beard-shaver-gold-foil-trimmer-mkz-748736,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-748736-product-6.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-748736-product-6.webp,VGR V-353 Professional Men's Foil Shaver | USB Rechargeable Electric Beard Shaver | Gold Foil Trimmer,
vgr-v-353-professional-mens-foil-shaver-usb-rechargeable-electric-beard-shaver-gold-foil-trimmer-mkz-748736,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-748736-product-7.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-748736-product-7.webp,VGR V-353 Professional Men's Foil Shaver | USB Rechargeable Electric Beard Shaver | Gold Foil Trimmer,
vgr-v-390-professional-mens-electric-foil-shaver-rechargeable-portable-beard-shaver-super-trim-mkz-748738,VGR V-390 Professional Men's Electric Foil Shaver | Rechargeable Portable Beard Shaver | Super Trim,"<p>The VGR V-390 Professional Men's Shaver is a compact and rechargeable electric foil shaver designed for smooth, comfortable, and precise shaving. Its lightweight portable design makes it ideal for daily grooming, travel, and business use. The single floating foil head provides a close shave while minimizing skin irritation. USB rechargeable for convenient charging anywhere.</p><ul><li>Material: ABS Plastic</li><li>Model Number: Model Number</li><li>Number of Blades: 1</li><li>Gender: Men's</li><li>Color: Black</li><li>Speed Settings: High/Low</li><li>Product Feature: 	Dry Shave, Wet, Cordless, Rechargeable, Self-Sharpening, Pop-Up Trimmer</li><li>Package Includes: 1 x Hair Trimmer</li><li>Battery Capacity: 600 mAh</li><li>Standby Time: 90 Minutes</li><li>Voltage: 5 Volts</li><li>Watts: 5 Watt</li><li>Pack Of 1</li><li>Rechargeable electric foil shaver</li><li>Professional men's grooming tool</li><li>Compact and travel-friendly design</li><li>Smooth and comfortable shaving</li><li>Lightweight and easy to hold</li><li>Precision foil blade for close shaving</li><li>Durable body with stylish finish</li></ul><p>Delivered across Pakistan with cash on delivery.</p><p><a href=""https://www.markaz.app/shop/product/vgr-v-390-professional-mens-electric-foil-shaver-rechargeable-portable-beard-shaver-super-trim/748738?ref=mkzx-d071d315-8f19-53d4-9d7d-9c3ca5a8fdb8"">View this product on Markaz</a></p>",,Hair Shaver,"Cosmetics, Shavers & Trimmers",FALSE,Color,Black,MKZ-748738-748738001,0,,,continue,manual,3341,TRUE,https://www.markaz.app/api/export/image/2361-49-748738-product-1.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-748738-product-1.webp,VGR V-390 Professional Men's Electric Foil Shaver | Rechargeable Portable Beard Shaver | Super Trim,draft
vgr-v-390-professional-mens-electric-foil-shaver-rechargeable-portable-beard-shaver-super-trim-mkz-748738,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-748738-product-2.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-748738-product-2.webp,VGR V-390 Professional Men's Electric Foil Shaver | Rechargeable Portable Beard Shaver | Super Trim,
vgr-v-390-professional-mens-electric-foil-shaver-rechargeable-portable-beard-shaver-super-trim-mkz-748738,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-748738-product-3.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-748738-product-3.webp,VGR V-390 Professional Men's Electric Foil Shaver | Rechargeable Portable Beard Shaver | Super Trim,
vgr-v-390-professional-mens-electric-foil-shaver-rechargeable-portable-beard-shaver-super-trim-mkz-748738,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-748738-product-4.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-748738-product-4.webp,VGR V-390 Professional Men's Electric Foil Shaver | Rechargeable Portable Beard Shaver | Super Trim,
vgr-v-390-professional-mens-electric-foil-shaver-rechargeable-portable-beard-shaver-super-trim-mkz-748738,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-748738-product-5.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-748738-product-5.webp,VGR V-390 Professional Men's Electric Foil Shaver | Rechargeable Portable Beard Shaver | Super Trim,
vgr-v-390-professional-mens-electric-foil-shaver-rechargeable-portable-beard-shaver-super-trim-mkz-748738,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-748738-product-6.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-748738-product-6.webp,VGR V-390 Professional Men's Electric Foil Shaver | Rechargeable Portable Beard Shaver | Super Trim,
vgr-v-390-professional-mens-electric-foil-shaver-rechargeable-portable-beard-shaver-super-trim-mkz-748738,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-748738-product-7.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-748738-product-7.webp,VGR V-390 Professional Men's Electric Foil Shaver | Rechargeable Portable Beard Shaver | Super Trim,
kemei-professional-3-barrel-hair-crimper-curling-iron-ceramic-hair-waver-fast-heating-styling-tool-mkz-751491,Kemei Professional 3 Barrel Hair Crimper & Curling Iron | Ceramic Hair Waver | Fast Heating Styling Tool,"<p>Transform your hairstyle effortlessly with the Kemei Professional 3 Barrel Hair Crimper &amp; Curling Iron. Designed with advanced ceramic-coated barrels, it heats up quickly and distributes heat evenly to create beautiful, long-lasting beach waves without excessive hair damage. Whether you're getting ready for work, a party, wedding, or special occasion, this styling tool helps you achieve a professi</p><ul><li>Material: ABS Plastic</li><li>Color: Black, Silver</li><li>Heat Settings: High Heat</li><li>Speed Settings: High/Low</li><li>Product Feature: Lightweight And Portable</li><li>Power Source: Corded Electric</li><li>Package Includes: 1 x Hair Curler &amp; Straightener</li><li>Voltage: 220 Volts</li><li>Watts: 45 Watt</li><li>Width: 8 Cm</li><li>Length: 35 Cm</li><li>Weight: 500 Gram</li><li>Pack Of 1</li><li>? Professional 3-barrel hair crimper</li><li>? Ceramic-coated barrels</li><li>? Fast heating technology</li><li>? Even heat distribution</li><li>? Creates beach waves &amp; curls</li><li>? Suitable for all hair types</li><li>? Comfortable ergonomic handle</li></ul><p>Delivered across Pakistan with cash on delivery.</p><p><a href=""https://www.markaz.app/shop/product/kemei-professional-3-barrel-hair-crimper-curling-iron-ceramic-hair-waver-fast-heating-styling-tool/751491?ref=mkzx-d071d315-8f19-53d4-9d7d-9c3ca5a8fdb8"">View this product on Markaz</a></p>",,Hair Curler & Straightener,"Cosmetics, Curlers & Straighteners",FALSE,Color,Black,MKZ-751491-751491001,0,,,continue,manual,5533,TRUE,https://www.markaz.app/api/export/image/2361-404-751491-product-1.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-751491-product-1.webp,Kemei Professional 3 Barrel Hair Crimper & Curling Iron | Ceramic Hair Waver | Fast Heating Styling Tool,draft
kemei-professional-3-barrel-hair-crimper-curling-iron-ceramic-hair-waver-fast-heating-styling-tool-mkz-751491,,,,,,,,Silver,MKZ-751491-751491002,0,,,continue,manual,5533,TRUE,,,
kemei-professional-3-barrel-hair-crimper-curling-iron-ceramic-hair-waver-fast-heating-styling-tool-mkz-751491,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-404-751491-product-2.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-751491-product-2.webp,Kemei Professional 3 Barrel Hair Crimper & Curling Iron | Ceramic Hair Waver | Fast Heating Styling Tool,
kemei-professional-3-barrel-hair-crimper-curling-iron-ceramic-hair-waver-fast-heating-styling-tool-mkz-751491,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-404-751491-product-3.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-751491-product-3.webp,Kemei Professional 3 Barrel Hair Crimper & Curling Iron | Ceramic Hair Waver | Fast Heating Styling Tool,
kemei-professional-3-barrel-hair-crimper-curling-iron-ceramic-hair-waver-fast-heating-styling-tool-mkz-751491,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-404-751491-product-4.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-751491-product-4.webp,Kemei Professional 3 Barrel Hair Crimper & Curling Iron | Ceramic Hair Waver | Fast Heating Styling Tool,
kemei-professional-3-barrel-hair-crimper-curling-iron-ceramic-hair-waver-fast-heating-styling-tool-mkz-751491,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-404-751491-product-5.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-751491-product-5.webp,Kemei Professional 3 Barrel Hair Crimper & Curling Iron | Ceramic Hair Waver | Fast Heating Styling Tool,
kemei-professional-3-barrel-hair-crimper-curling-iron-ceramic-hair-waver-fast-heating-styling-tool-mkz-751491,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-404-751491-product-6.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-751491-product-6.webp,Kemei Professional 3 Barrel Hair Crimper & Curling Iron | Ceramic Hair Waver | Fast Heating Styling Tool,
kemei-professional-3-barrel-hair-crimper-curling-iron-ceramic-hair-waver-fast-heating-styling-tool-mkz-751491,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-404-751491-product-7.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-751491-product-7.webp,Kemei Professional 3 Barrel Hair Crimper & Curling Iron | Ceramic Hair Waver | Fast Heating Styling Tool,
kemei-km-1260-3-in-1-rechargeable-electric-shaver-trimmer-nose-hair-trimmer-for-men-mkz-752110,"Kemei KM-1260 3-in-1 Rechargeable Electric Shaver, Trimmer & Nose Hair Trimmer for Men","<p>Upgrade your grooming routine with the Kemei KM-1260 3-in-1 Rechargeable Shaver. Designed for modern men, this all-in-one grooming tool combines a foil shaver, precision trimmer, and nose trimmer in one compact device. Its powerful motor, skin-friendly dual floating blades, and rechargeable battery provide a smooth, comfortable, and precise grooming experience every time. Whether you're at home or</p><ul><li>Material: ABS Plastic</li><li>Model Number: Model Number</li><li>Number of Blades: 3</li><li>Gender: Men's</li><li>Color: Black, Blue</li><li>Speed Settings: High/Low</li><li>Product Feature: Comfortable Grip and Ergonomics Design</li><li>Package Includes: 1 x Nose &amp; Ear Hair Trimmer</li><li>Battery Capacity: 600 mAh</li><li>Standby Time: 2 Hours</li><li>Voltage: 5 Volts</li><li>Watts: 5 Watt</li><li>Pack Of 1</li><li>3-in-1 Grooming Kit</li><li>Rechargeable USB Charging</li><li>Premium Metal Body</li><li>Dual Foil Shaver Head</li><li>Precision Hair Trimmer</li><li>Nose &amp; Ear Hair Trimmer</li><li>Stainless Steel Blades</li></ul><p>Delivered across Pakistan with cash on delivery.</p><p><a href=""https://www.markaz.app/shop/product/kemei-km-1260-3-in-1-rechargeable-electric-shaver-trimmer-nose-hair-trimmer-for-men/752110?ref=mkzx-d071d315-8f19-53d4-9d7d-9c3ca5a8fdb8"">View this product on Markaz</a></p>",,Nose & Ear Hair Trimmer,"Cosmetics, Shavers & Trimmers",FALSE,Color,Black,MKZ-752110-752110001,0,,,continue,manual,4163,TRUE,https://www.markaz.app/api/export/image/2361-49-752110-product-1.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-752110-product-1.webp,"Kemei KM-1260 3-in-1 Rechargeable Electric Shaver, Trimmer & Nose Hair Trimmer for Men",draft
kemei-km-1260-3-in-1-rechargeable-electric-shaver-trimmer-nose-hair-trimmer-for-men-mkz-752110,,,,,,,,Blue,MKZ-752110-752110002,0,,,continue,manual,4163,TRUE,,,
kemei-km-1260-3-in-1-rechargeable-electric-shaver-trimmer-nose-hair-trimmer-for-men-mkz-752110,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-752110-product-2.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-752110-product-2.webp,"Kemei KM-1260 3-in-1 Rechargeable Electric Shaver, Trimmer & Nose Hair Trimmer for Men",
kemei-km-1260-3-in-1-rechargeable-electric-shaver-trimmer-nose-hair-trimmer-for-men-mkz-752110,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-752110-product-3.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-752110-product-3.webp,"Kemei KM-1260 3-in-1 Rechargeable Electric Shaver, Trimmer & Nose Hair Trimmer for Men",
kemei-km-1260-3-in-1-rechargeable-electric-shaver-trimmer-nose-hair-trimmer-for-men-mkz-752110,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-752110-product-4.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-752110-product-4.webp,"Kemei KM-1260 3-in-1 Rechargeable Electric Shaver, Trimmer & Nose Hair Trimmer for Men",
kemei-km-1260-3-in-1-rechargeable-electric-shaver-trimmer-nose-hair-trimmer-for-men-mkz-752110,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-752110-product-5.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-752110-product-5.webp,"Kemei KM-1260 3-in-1 Rechargeable Electric Shaver, Trimmer & Nose Hair Trimmer for Men",
kemei-km-1260-3-in-1-rechargeable-electric-shaver-trimmer-nose-hair-trimmer-for-men-mkz-752110,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-752110-product-6.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-752110-product-6.webp,"Kemei KM-1260 3-in-1 Rechargeable Electric Shaver, Trimmer & Nose Hair Trimmer for Men",
kemei-km-1260-3-in-1-rechargeable-electric-shaver-trimmer-nose-hair-trimmer-for-men-mkz-752110,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-752110-product-7.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-752110-product-7.webp,"Kemei KM-1260 3-in-1 Rechargeable Electric Shaver, Trimmer & Nose Hair Trimmer for Men",
comfortable-grip-and-ergonomics-design-mens-nose-ear-hair-trimmer-5-mkz-752674,Comfortable Grip and Ergonomics Design Men's Nose & Ear Hair Trimmer 5,"<p>VGR V-366 Professional 3-in-1 Grooming Kit  Your Complete Grooming Solution – Shave, Trim &amp; Style with Confidence!  Achieve a clean, sharp, and professional look anytime with the VGR V-366 3-in-1 Grooming Kit. Designed for modern men, this all-in-one grooming tool comes with a foil shaver, precision trimmer, and nose &amp; ear trimmer, making it perfect for everyday grooming. Its powerful motor, Turbo</p><ul><li>Material: ABS Plastic</li><li>Model Number: Model Number</li><li>Number of Blades: 3</li><li>Gender: Men's</li><li>Color: Black, Blue</li><li>Speed Settings: High/Low</li><li>Product Feature: Comfortable Grip and Ergonomics Design</li><li>Package Includes: 1 x Nose &amp; Ear Hair Trimmer</li><li>Battery Capacity: 600 mAh</li><li>Standby Time: 4 Hours</li><li>Voltage: 5 Volts</li><li>Watts: 5 Watt</li><li>Pack Of Pack Of 1</li><li>? 3-in-1 Professional Grooming Kit</li><li>? Foil Shaver for Smooth Shaving</li><li>? Precision Detail Trimmer</li><li>? Nose &amp; Ear Hair Trimmer</li><li>? Turbo Function</li><li>? 600mAh Rechargeable Lithium Battery</li><li>? USB Charging</li></ul><p>Delivered across Pakistan with cash on delivery.</p><p><a href=""https://www.markaz.app/shop/product/comfortable-grip-and-ergonomics-design-mens-nose-ear-hair-trimmer-5/752674?ref=mkzx-d071d315-8f19-53d4-9d7d-9c3ca5a8fdb8"">View this product on Markaz</a></p>",,Nose & Ear Hair Trimmer,"Cosmetics, Shavers & Trimmers",FALSE,Color,Black,MKZ-752674-752674001,0,,,continue,manual,5259,TRUE,https://www.markaz.app/api/export/image/2361-49-752132-product-1.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-752132-product-1.webp,Comfortable Grip and Ergonomics Design Men's Nose & Ear Hair Trimmer 5,draft
comfortable-grip-and-ergonomics-design-mens-nose-ear-hair-trimmer-5-mkz-752674,,,,,,,,Blue,MKZ-752674-752674002,0,,,continue,manual,5259,TRUE,,,
comfortable-grip-and-ergonomics-design-mens-nose-ear-hair-trimmer-5-mkz-752674,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-752132-product-2.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-752132-product-2.webp,Comfortable Grip and Ergonomics Design Men's Nose & Ear Hair Trimmer 5,
comfortable-grip-and-ergonomics-design-mens-nose-ear-hair-trimmer-5-mkz-752674,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-752132-product-3.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-752132-product-3.webp,Comfortable Grip and Ergonomics Design Men's Nose & Ear Hair Trimmer 5,
comfortable-grip-and-ergonomics-design-mens-nose-ear-hair-trimmer-5-mkz-752674,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-752132-product-4.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-752132-product-4.webp,Comfortable Grip and Ergonomics Design Men's Nose & Ear Hair Trimmer 5,
comfortable-grip-and-ergonomics-design-mens-nose-ear-hair-trimmer-5-mkz-752674,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-752132-product-5.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-752132-product-5.webp,Comfortable Grip and Ergonomics Design Men's Nose & Ear Hair Trimmer 5,
comfortable-grip-and-ergonomics-design-mens-nose-ear-hair-trimmer-5-mkz-752674,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-752132-product-6.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-752132-product-6.webp,Comfortable Grip and Ergonomics Design Men's Nose & Ear Hair Trimmer 5,
comfortable-grip-and-ergonomics-design-mens-nose-ear-hair-trimmer-5-mkz-752674,,,,,,,,,,,,,,,,,https://www.markaz.app/api/export/image/2361-49-752132-product-7.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-49-752132-product-7.webp,Comfortable Grip and Ergonomics Design Men's Nose & Ear Hair Trimmer 5,
professional-tourmaline-ceramic-hair-curler-up-to-220-c-fast-heating-curling-iron-for-salon-style-curls-mkz-755151,Professional Tourmaline Ceramic Hair Curler – Up to 220°C Fast Heating Curling Iron for Salon-Style Curls,"<p>Kemei KM-1323 Hair Curler stylish aur easy-to-use design ke saath banaya gaya hai. Tourmaline ceramic coating smooth styling mein help karti hai aur curls ko attractive finish deti hai. Iska temperature up to 220°C hai, jis se different hair-styling needs ke liye suitable heat milti hai.  Model: KM-1323 Brand: Kemei Type: Hair Curler / Curling Iron Coating: Tourmaline Ceramic Maximum Temperature:</p><ul><li>Material: ABS Plastic</li><li>Model Number: Model Number</li><li>Nozzle: 1 x Nozzle</li><li>Color: Black, Pink</li><li>Heat Settings: High Heat</li><li>Speed Settings: High Speed</li><li>Product Feature: Lightweight And Portable</li><li>Power Source: Corded Electric</li><li>Package Includes: 1 x Curling Iron Rod</li><li>Voltage: 220 Volts</li><li>Watts: 45 Watt</li><li>Width: 6 Cm</li><li>Length: 34 Cm</li><li>Weight: 500 Gram</li><li>Pack Of 1</li><li>? Fast Heating for quick styling</li><li>? Tourmaline Ceramic Coating</li><li>???? Beautiful curls &amp; waves banane ke liye ideal</li><li>?? Up to 220°C temperature</li><li>? Smooth and attractive styling finish</li></ul><p>Delivered across Pakistan with cash on delivery.</p><p><a href=""https://www.markaz.app/shop/product/professional-tourmaline-ceramic-hair-curler-up-to-220-c-fast-heating-curling-iron-for-salon-style-curls/755151?ref=mkzx-d071d315-8f19-53d4-9d7d-9c3ca5a8fdb8"">View this product on Markaz</a></p>",,Curling Iron Rod,"Cosmetics, Curlers & Straighteners",FALSE,Color,Black,MKZ-755151-755151001,0,,,continue,manual,4163,TRUE,https://www.markaz.app/api/export/image/2361-404-755151-product-1.webp?src=https%3A%2F%2Fstatic.markaz.app%2Fpakistan%2Fproducts%2F2361-404-755151-product-1.webp,Professional Tourmaline Ceramic Hair Curler – Up to 220°C Fast Heating Curling Iron for Salon-Style Curls,draft
